Chromosome,Start,End,Width,Value,FWER,Nearest Symbol,Nearest Ensembl ID,Distance to Closest Gene,CpG Island?,Annotation,Cluster
chrX,55513797,55513995,199,0.018002945,0.008,USP51,ENSG00000247746.4_2,0,non-Island,CDS,1:G-N+
chr8,134285537,134289185,3649,0.012513017,0.012,NDRG1,ENSG00000104419.14_2,0,non-Island,Intron,1:G-N+
chr14,76445773,76447057,1285,0.013781027,0.012,IFT43,ENSG00000119650.12_2,0,non-Island,CDS,1:G-N+
chr14,76445773,76447057,1285,0.013781027,0.012,TGFB3,ENSG00000119699.7_1,0,non-Island,CDS,1:G-N+
chr1,161160676,161162172,1497,0.01406844,0.012,ADAMTS4,ENSG00000158859.9_1,0,non-Island,CDS,1:G-N+
chr2,3704173,3705201,1029,0.013744819,0.012,ALLC,ENSG00000151360.9_1,583,non-Island,Promoter,1:G-N+
chr1,2792443,2793023,581,0.014458822,0.012,,ENSG00000231630.1_1,60879,non-Island,Intergenic,1:G-N+
chr14,102649392,102651956,2565,0.014130773,0.012,WDR20,ENSG00000140153.17_2,0,non-Island,Intron,1:G-N+
chr4,7964764,7965904,1141,0.014631364,0.012,ABLIM2,ENSG00000163995.19_2,1132,non-Island,Intergenic,1:G-N+
chr8,127565684,127568265,2582,0.014791557,0.012,FAM84B,ENSG00000168672.3_1,0,non-Island,3'UTR,1:G-N+
chr17,11234332,11236333,2002,0.014825975,0.012,SHISA6,ENSG00000188803.14_2,0,non-Island,Intron,1:G-N+
chr6,156428415,156429933,1519,0.015228244,0.012,MIR1202,ENSG00000221456.1,160401,non-Island,Intergenic,1:G-N+
chr12,130434081,130435497,1417,0.015209488,0.012,TMEM132D,ENSG00000151952.15_2,45869,non-Island,Intergenic,1:G-N+
chr16,69853913,69855464,1552,0.015014611,0.012,WWP2,ENSG00000198373.12_1,0,non-Island,Intron,1:G-N+
chr22,48605713,48606612,900,0.015194369,0.012,MIR3201,ENSG00000266508.1,63563,non-Island,Intergenic,1:G-N+
chr17,17288586,17289593,1008,0.015010684,0.012,RPL13P12,ENSG00000215030.5_1,1259,non-Island,Promoter,1:G-N+
chr13,51803285,51805559,2275,0.015030732,0.012,FAM124A,ENSG00000150510.16_2,0,non-Island,CDS,1:G-N+
chr1,201699523,201701391,1869,0.014931104,0.012,NAV1,ENSG00000134369.15_2,0,non-Island,Intron,1:G-N+
chr1,201699523,201701391,1869,0.014931104,0.012,IPO9-AS1,ENSG00000231871.5_2,0,non-Island,Intron,1:G-N+
chr1,201699523,201701391,1869,0.014931104,0.012,,ENSG00000235121.1_2,0,non-Island,Intron,1:G-N+
chr5,171838007,171839816,1810,0.015250973,0.012,SH3PXD2B,ENSG00000174705.12_2,0,non-Island,Intron,1:G-N+
chr2,207937863,207940218,2356,0.014994451,0.012,KLF7,ENSG00000118263.14_2,0,non-Island,3'UTR,1:G-N+
chr4,17545105,17547155,2051,0.014928987,0.012,NACAP5,ENSG00000249488.1_1,6584,non-Island,Intergenic,1:G-N+
chr17,17282491,17283542,1052,0.015168015,0.012,RPL13P12,ENSG00000215030.5_1,3148,non-Island,Intergenic,1:G-N+
chr2,58766786,58770866,4081,0.014880376,0.012,LINC01122,ENSG00000233723.7_2,0,non-Island,Intron,1:G-N+
chr7,831078,832010,933,0.015160497,0.012,HEATR2,ENSG00000164818.15_2,4965,non-Island,Intergenic,1:G-N+
chr6,167908105,167909302,1198,0.015139034,0.012,TCP10,ENSG00000203690.11_1,110106,non-Island,Intergenic,1:G-N+
chr6,41974506,41976008,1503,0.015047552,0.012,CCND3,ENSG00000112576.12_2,0,non-Island,Intron,1:G-N+
chr1,226099475,226099883,409,0.015047215,0.012,,ENSG00000255835.1_2,0,non-Island,Intron,1:G-N+
chrX,48513253,48514250,998,0.015065653,0.012,VN1R110P,ENSG00000231725.1_1,17729,non-Island,Intergenic,1:G-N+
chr11,63370169,63371960,1792,0.014976337,0.012,PLA2G16,ENSG00000176485.10_2,0,non-Island,Intron,1:G-N+
chr1,5357127,5357807,681,0.014961345,0.012,,ENSG00000260972.1_1,195230,non-Island,Intergenic,1:G-N+
chr1,8197541,8198514,974,0.015044011,0.012,,ENSG00000238290.1_1,14778,non-Island,Intergenic,1:G-N+
chr2,208677343,208678616,1274,0.015059621,0.012,PLEKHM3,ENSG00000178385.14_2,7395,non-Island,Intergenic,1:G-N+
chr5,71604675,71605279,605,0.015243746,0.012,MRPS27,ENSG00000113048.16_1,0,non-Island,Intron,1:G-N+
chr2,100358597,100359751,1155,0.015118631,0.012,AFF3,ENSG00000144218.18_2,0,non-Island,Intron,1:G-N+
chr7,139648005,139649684,1680,0.01484438,0.012,TBXAS1,ENSG00000059377.15_1,0,non-Island,Intron,1:G-N+
chr7,154181529,154182625,1097,0.01490616,0.012,DPP6,ENSG00000130226.16_2,0,non-Island,Intron,1:G-N+
chr17,76880695,76881014,320,0.015091883,0.012,TIMP2,ENSG00000035862.12_2,0,non-Island,Intron,1:G-N+
chr17,76880695,76881014,320,0.015091883,0.012,,ENSG00000178404.9_2,0,non-Island,Intron,1:G-N+
chr10,106096598,106097087,490,0.015054539,0.012,ITPRIP,ENSG00000148841.15_1,0,non-Island,Intron,1:G-N+
chr4,109787417,109789153,1737,0.015031821,0.012,COL25A1,ENSG00000188517.14_2,0,non-Island,Intron,1:G-N+
chr2,44494606,44496083,1478,0.014999642,0.012,,ENSG00000226972.2_1,1676,non-Island,Promoter,1:G-N+
chr5,77139475,77139964,490,0.014939387,0.012,TBCA,ENSG00000171530.13_1,0,non-Island,Intron,1:G-N+
chr17,1250923,1251246,324,0.015211225,0.012,YWHAE,ENSG00000108953.16_1,0,non-Island,Intron,1:G-N+
chr17,9951812,9953094,1283,0.014897706,0.012,GAS7,ENSG00000007237.18_2,0,non-Island,Intron,1:G-N+
chr20,59713691,59714419,729,0.014845756,0.012,,ENSG00000229606.1_1,58455,non-Island,Intergenic,1:G-N+
chr19,19510787,19511270,484,0.015264507,0.012,GATAD2A,ENSG00000167491.17_2,0,non-Island,Intron,1:G-N+
chr20,7063744,7066735,2992,0.015247728,0.012,,ENSG00000232271.1_1,0,non-Island,Intron,1:G-N+
chr12,120425759,120426104,346,0.015076149,0.012,CCDC64,ENSG00000135127.11_2,1568,non-Island,Promoter,1:G-N+
chr9,93959639,93960314,676,0.014886565,0.012,,ENSG00000273381.1_1,8142,non-Island,Intergenic,1:G-N+
chr2,238298979,238300414,1436,0.0151315,0.012,COL6A3,ENSG00000163359.15_2,0,non-Island,Intron,1:G-N+
chr1,160298005,160298353,349,0.015036688,0.012,COPA,ENSG00000122218.14_1,0,non-Island,Intron,1:G-N+
chr2,55648082,55648265,184,0.014892661,0.012,CCDC88A,ENSG00000115355.15_1,1024,non-Island,Promoter,1:G-N+
chr7,24322806,24322944,139,0.014865034,0.012,NPY,ENSG00000122585.7_1,837,non-Island,Promoter,1:G-N+
chr1,155947021,155947401,381,0.015168876,0.012,ARHGEF2,ENSG00000116584.17_2,0,non-Island,Intron,1:G-N+
chr6,169264911,169265774,864,0.015141704,0.012,NA,ENSG00000280665.1_1,44159,non-Island,Intergenic,1:G-N+
chr11,36529652,36529904,253,0.014978122,0.012,TRAF6,ENSG00000175104.14_1,0,non-Island,Intron,1:G-N+
chr3,98240162,98240508,347,0.01515707,0.012,CLDND1,ENSG00000080822.16_2,0,non-Island,CDS,1:G-N+
chr3,98240162,98240508,347,0.01515707,0.012,CPOX,ENSG00000080819.6_2,0,non-Island,CDS,1:G-N+
chr5,82094781,82096234,1454,0.015134483,0.012,RPL5P16,ENSG00000240411.2_1,20375,non-Island,Intergenic,1:G-N+
chr3,159758055,159758377,323,0.015116599,0.012,IL12A-AS1,ENSG00000244040.5_1,0,non-Island,Intron,1:G-N+
chr2,24905948,24907417,1470,0.015075337,0.012,NCOA1,ENSG00000084676.15_1,0,non-Island,CDS,1:G-N+
chr13,19516836,19517037,202,0.015029185,0.012,PHF2P2,ENSG00000226057.6_1,3857,non-Island,Intergenic,1:G-N+
chr17,60143953,60144440,488,0.01687198,0.012,MED13,ENSG00000108510.9_2,1309,non-Island,Promoter,1:G-N+
chr5,111756498,111756720,223,0.016870952,0.012,NA,ENSG00000278921.2_1,0,non-Island,Promoter,1:G-N+
chrX,79275906,79275970,65,0.01630859,0.012,TBX22,ENSG00000122145.14_1,0,non-Island,Intron,1:G-N+
chr4,48778803,48778803,1,0.018022027,0.012,FRYL,ENSG00000075539.13_2,0,non-Island,Intron,1:G-N+
chr12,65517731,65517731,1,0.017865145,0.012,WIF1,ENSG00000156076.9_2,2384,non-Island,Intergenic,1:G-N+
chr18,46385487,46386646,1160,0.013575494,0.016,CTIF,ENSG00000134030.13_2,0,CpG-Island,CDS,1:G-N+
chr15,92409010,92412877,3868,0.013687948,0.016,SLCO3A1,ENSG00000176463.13_1,0,non-Island,Intron,1:G-N+
chr11,134283510,134285557,2048,0.013633509,0.016,B3GAT1,ENSG00000109956.12_1,1697,non-Island,Promoter,1:G-N+
chr9,137230151,137231168,1018,0.013873447,0.016,RXRA,ENSG00000186350.9_1,0,non-Island,Intron,1:G-N+
chr10,439891,440946,1056,0.014362317,0.016,DIP2C,ENSG00000151240.16_1,0,non-Island,Intron,1:G-N+
chr2,240656803,240657636,834,0.014491097,0.016,,ENSG00000259889.1_1,0,non-Island,Promoter,1:G-N+
chr7,157318665,157319528,864,0.01440481,0.016,NA,ENSG00000280266.1_1,0,non-Island,CDS,1:G-N+
chr7,157318665,157319528,864,0.01440481,0.016,,ENSG00000236669.1,0,non-Island,CDS,1:G-N+
chr11,2888687,2889840,1154,0.014212521,0.016,KCNQ1DN,ENSG00000237941.2_1,1422,non-Island,Promoter,1:G-N+
chr17,71994705,71996295,1591,0.014172004,0.016,,ENSG00000266357.5_1,43295,non-Island,Intergenic,1:G-N+
chr12,123336776,123338608,1833,0.014231774,0.016,HIP1R,ENSG00000130787.13_1,0,non-Island,CDS,1:G-N+
chr20,55296601,55297880,1280,0.014187479,0.016,,ENSG00000221416.1,2575,non-Island,Intergenic,1:G-N+
chr8,1387784,1389004,1221,0.014410939,0.016,DLGAP2,ENSG00000198010.12_2,0,non-Island,Intron,1:G-N+
chr20,60548018,60548774,757,0.014661049,0.016,TAF4,ENSG00000130699.17_2,0,non-Island,Intron,1:G-N+
chrX,39945818,39947039,1222,0.014733842,0.016,BCOR,ENSG00000183337.16_1,0,non-Island,Intron,1:G-N+
chr1,246962467,246963501,1035,0.014545955,0.016,KIF28P,ENSG00000223519.7_1,0,non-Island,Intron,1:G-N+
chr4,1039111,1039589,479,0.01460165,0.016,RNF212,ENSG00000178222.12_2,10448,non-Island,Intergenic,1:G-N+
chr9,98075146,98075654,509,0.014538288,0.016,FANCC,ENSG00000158169.12_2,0,CpG-Island,Intron,1:G-N+
chr8,145864568,145865786,1219,0.014793208,0.016,ARHGAP39,ENSG00000147799.11_1,33366,non-Island,Intergenic,1:G-N+
chr19,38474374,38476059,1686,0.014791172,0.016,SIPA1L3,ENSG00000105738.10_2,0,non-Island,Intron,1:G-N+
chr1,9411934,9412732,799,0.014774047,0.016,SPSB1,ENSG00000171621.13_1,0,non-Island,Intron,1:G-N+
chr9,128303517,128305172,1656,0.014538106,0.016,MAPKAP1,ENSG00000119487.16_2,0,non-Island,Intron,1:G-N+
chr16,86477801,86478427,627,0.014811075,0.016,,ENSG00000268473.1_1,8310,non-Island,Intergenic,1:G-N+
chr8,131038118,131039835,1718,0.014653433,0.016,FAM49B,ENSG00000153310.18_2,8742,non-Island,Intergenic,1:G-N+
chr10,91073585,91076489,2905,0.014653103,0.016,LIPA,ENSG00000107798.17_2,0,non-Island,Intron,1:G-N+
chr1,34516592,34519526,2935,0.01456912,0.016,CSMD2,ENSG00000121904.17_2,0,non-Island,Intron,1:G-N+
chr9,32525136,32525638,503,0.014586761,0.016,DDX58,ENSG00000107201.9_1,0,non-Island,Intron,1:G-N+
chr22,28069873,28070720,848,0.014789392,0.016,,ENSG00000227838.1_1,1835,non-Island,Intergenic,1:G-N+
chr15,29881063,29882117,1055,0.014570684,0.016,FAM189A1,ENSG00000104059.4_2,18135,non-Island,Intergenic,1:G-N+
chr18,22598553,22599693,1141,0.014569455,0.016,WBP2P1,ENSG00000229248.1_1,1384,non-Island,Promoter,1:G-N+
chr15,62761135,62762913,1779,0.01456451,0.016,TLN2,ENSG00000171914.15_2,0,non-Island,Intron,1:G-N+
chr19,13019417,13020221,805,0.014716669,0.016,GCDH,ENSG00000105607.12_2,0,non-Island,Intron,1:G-N+
chr19,13019417,13020221,805,0.014716669,0.016,SYCE2,ENSG00000161860.7_1,0,non-Island,Intron,1:G-N+
chr11,83252677,83255209,2533,0.014757505,0.016,DLG2,ENSG00000150672.16_2,0,non-Island,CDS,1:G-N+
chr16,445906,446500,595,0.01467413,0.016,NME4,ENSG00000103202.12_2,224,non-Island,Promoter,1:G-N+
chr18,60356825,60358627,1803,0.014631479,0.016,PHLPP1,ENSG00000081913.13_2,24055,non-Island,Intergenic,1:G-N+
chr12,105217795,105218595,801,0.014536327,0.016,SLC41A2,ENSG00000136052.9_2,0,non-Island,Intron,1:G-N+
chr13,46674953,46675991,1039,0.014613084,0.016,CPB2-AS1,ENSG00000235903.7_1,0,non-Island,Intron,1:G-N+
chr13,46674953,46675991,1039,0.014613084,0.016,CPB2,ENSG00000080618.13_1,0,non-Island,Intron,1:G-N+
chr19,58569986,58570130,145,0.014787904,0.016,ZNF135,ENSG00000176293.19_1,476,non-Island,Promoter,1:G-N+
chr2,242875449,242876291,843,0.014660172,0.016,,ENSG00000233806.7_2,0,non-Island,Intron,1:G-N+
chr9,128651340,128651565,226,0.014769574,0.016,PBX3,ENSG00000167081.16_2,0,non-Island,Intron,1:G-N+
chr3,108907617,108908128,512,0.014602742,0.016,LINC00488,ENSG00000214381.4_1,3512,non-Island,Intergenic,1:G-N+
chr9,19104541,19105184,644,0.01477562,0.016,RN7SL158P,ENSG00000264126.1,1294,non-Island,Promoter,1:G-N+
chr9,20625467,20626073,607,0.014808502,0.016,MLLT3,ENSG00000171843.15_1,2924,non-Island,Intergenic,1:G-N+
chr4,105687285,105688368,1084,0.01470675,0.016,,ENSG00000248242.1_2,0,non-Island,Intron,1:G-N+
chr20,4802552,4802991,440,0.014582912,0.016,RASSF2,ENSG00000101265.15_1,0,non-Island,5'UTR,1:G-N+
chr17,56066485,56067031,547,0.014679033,0.016,,ENSG00000266086.1_2,0,non-Island,CDS,1:G-N+
chr17,56066485,56067031,547,0.014679033,0.016,,ENSG00000264112.1_2,0,non-Island,CDS,1:G-N+
chr12,93985934,93986216,283,-0.014772576,0.016,SOCS2,ENSG00000120833.13_2,8670,non-Island,Intergenic,1:G-N+
chr2,64324908,64326542,1635,0.01471571,0.016,PELI1,ENSG00000197329.11_1,0,non-Island,Intron,1:G-N+
chr6,28191329,28192102,774,0.014637129,0.016,ZSCAN9,ENSG00000137185.11_1,561,non-Island,Promoter,1:G-N+
chr20,43590026,43590615,590,0.01601972,0.016,TOMM34,ENSG00000025772.7_1,898,non-Island,Promoter,1:G-N+
chr4,140095691,140096157,467,0.017168568,0.016,ELF2,ENSG00000109381.19_2,0,non-Island,Intron,1:G-N+
chr19,45975735,45978519,2785,0.010699072,0.02,ERCC1,ENSG00000012061.15_2,0,CpG-Island,CDS,1:G-N+
chr19,45975735,45978519,2785,0.010699072,0.02,FOSB,ENSG00000125740.13_2,0,CpG-Island,CDS,1:G-N+
chr1,3134447,3136407,1961,0.011267627,0.02,PRDM16,ENSG00000142611.16_2,0,non-Island,Intron,1:G-N+
chr6,166965345,166968965,3621,0.012382306,0.02,RPS6KA2,ENSG00000071242.11_2,0,non-Island,Intron,1:G-N+
chr17,76113492,76114365,874,0.013622855,0.02,TMC6,ENSG00000141524.15_2,0,non-Island,CDS,1:G-N+
chr4,154148578,154151571,2994,0.013688083,0.02,TRIM2,ENSG00000109654.14_2,0,non-Island,Intron,1:G-N+
chr10,116141985,116144878,2894,0.013961128,0.02,AFAP1L2,ENSG00000169129.14_1,0,non-Island,Intron,1:G-N+
chr19,28983549,28985800,2252,0.014016053,0.02,NA,ENSG00000283403.1_1,0,non-Island,Intron,1:G-N+
chr19,28983549,28985800,2252,0.014016053,0.02,,ENSG00000267243.6_2,0,non-Island,Intron,1:G-N+
chr19,28983549,28985800,2252,0.014016053,0.02,,ENSG00000266893.1_2,0,non-Island,Intron,1:G-N+
chr3,50305537,50307058,1522,0.013740963,0.02,SEMA3B,ENSG00000012171.18_2,0,non-Island,CDS,1:G-N+
chr20,58637353,58638372,1020,0.013886785,0.02,C20orf197,ENSG00000176659.7_1,0,non-Island,Intron,1:G-N+
chr17,39463682,39465013,1332,0.01383871,0.02,KRTAP16-1,ENSG00000212657.1_1,0,non-Island,CDS,1:G-N+
chr8,1013373,1015710,2338,0.013734816,0.02,DLGAP2,ENSG00000198010.12_2,0,non-Island,Intron,1:G-N+
chr16,85317617,85318082,466,0.014189079,0.02,GSE1,ENSG00000131149.18_2,0,CpG-Island,Intron,1:G-N+
chr16,85317617,85318082,466,0.014189079,0.02,LINC00311,ENSG00000179219.5_1,0,CpG-Island,Intron,1:G-N+
chr10,14585946,14589586,3641,0.014298116,0.02,FAM107B,ENSG00000065809.13_2,0,non-Island,Intron,1:G-N+
chr20,49797061,49799908,2848,0.014144954,0.02,,ENSG00000263592.1,2924,non-Island,Intergenic,1:G-N+
chr19,30862247,30864815,2569,0.01430712,0.02,ZNF536,ENSG00000198597.8_2,0,non-Island,5'UTR,1:G-N+
chr5,115779007,115781057,2051,0.014396878,0.02,SEMA6A,ENSG00000092421.16_1,0,non-Island,3'UTR,1:G-N+
chr5,115779007,115781057,2051,0.014396878,0.02,,ENSG00000256121.1,0,non-Island,3'UTR,1:G-N+
chr8,28930338,28932445,2108,0.014289725,0.02,KIF13B,ENSG00000197892.12_1,0,non-Island,Intron,1:G-N+
chr15,40360769,40361889,1121,0.014503772,0.02,SRP14-AS1,ENSG00000248508.6_1,1277,non-Island,Intergenic,1:G-N+
chr13,37489076,37491229,2154,0.014499734,0.02,SMAD9,ENSG00000120693.13_2,0,non-Island,Intron,1:G-N+
chr2,236842711,236843925,1215,0.014481461,0.02,AGAP1,ENSG00000157985.18_2,0,non-Island,Intron,1:G-N+
chr19,32827463,32828719,1257,0.014473756,0.02,ZNF507,ENSG00000168813.16_1,7780,non-Island,Intergenic,1:G-N+
chr12,2141271,2142484,1214,0.014333679,0.02,CACNA1C,ENSG00000151067.21_2,0,non-Island,Intron,1:G-N+
chr20,58389167,58390355,1189,0.014273878,0.02,PHACTR3,ENSG00000087495.16_1,0,non-Island,Intron,1:G-N+
chr11,107570049,107571245,1197,0.014508584,0.02,SLN,ENSG00000170290.3_1,6858,non-Island,Intergenic,1:G-N+
chr17,5834701,5835911,1211,0.014333083,0.02,WSCD1,ENSG00000179314.13_2,0,non-Island,Intron,1:G-N+
chr16,74455048,74455627,580,0.014308651,0.02,CLEC18B,ENSG00000140839.11_1,0,non-Island,CDS,1:G-N+
chr10,122217492,122218944,1453,0.014415425,0.02,PPAPDC1A,ENSG00000203805.10_1,0,non-Island,Intron,1:G-N+
chr8,141609881,141610577,697,0.014412653,0.02,AGO2,ENSG00000123908.11_2,0,non-Island,Intron,1:G-N+
chr1,25870911,25871693,783,0.014334341,0.02,LDLRAP1,ENSG00000157978.11_1,0,CpG-Island,Intron,1:G-N+
chr11,102277961,102281505,3545,0.014275675,0.02,TMEM123,ENSG00000152558.14_2,0,non-Island,Intron,1:G-N+
chr6,1136045,1137378,1334,0.014203614,0.02,,ENSG00000176515.1_1,30863,non-Island,Intergenic,1:G-N+
chr18,73075992,73077353,1362,0.014470933,0.02,NA,ENSG00000276993.1_1,21657,non-Island,Intergenic,1:G-N+
chr11,117462030,117462890,861,0.014441727,0.02,DSCAML1,ENSG00000177103.13_2,0,non-Island,Intron,1:G-N+
chr3,197231213,197231953,741,0.014400664,0.02,,ENSG00000272989.1_1,179,non-Island,Intergenic,1:G-N+
chr14,22938129,22940210,2082,0.014305323,0.02,NA,ENSG00000277734.6_2,0,non-Island,CDS,1:G-N+
chr14,22938129,22940210,2082,0.014305323,0.02,,ENSG00000251002.7_2,0,non-Island,CDS,1:G-N+
chr14,22938129,22940210,2082,0.014305323,0.02,TRDV3,ENSG00000256590.2_2,0,non-Island,CDS,1:G-N+
chr12,123381305,123382326,1022,0.014281825,0.02,VPS37B,ENSG00000139722.6_2,313,non-Island,Promoter,1:G-N+
chr1,165492495,165495550,3056,0.014368534,0.02,,ENSG00000237463.5_1,0,non-Island,Intron,1:G-N+
chr10,123329619,123330695,1077,0.014223816,0.02,FGFR2,ENSG00000066468.21_2,0,non-Island,Intron,1:G-N+
chr11,65462693,65463827,1135,0.014275026,0.02,RN7SL309P,ENSG00000239356.2,0,non-Island,Promoter,1:G-N+
chr1,226975047,226976622,1576,0.014244576,0.02,RPS27P5,ENSG00000238183.2_1,5601,non-Island,Intergenic,1:G-N+
chr8,21080796,21082437,1642,0.014237887,0.02,,ENSG00000215945.2,67051,non-Island,Intergenic,1:G-N+
chr1,229227834,229229611,1778,0.014457116,0.02,,ENSG00000236975.1_1,0,non-Island,Intron,1:G-N+
chr12,22268684,22270039,1356,0.014346934,0.02,ST8SIA1,ENSG00000111728.10_2,0,non-Island,Intron,1:G-N+
chr12,22268684,22270039,1356,0.014346934,0.02,NA,ENSG00000283582.1_1,0,non-Island,Intron,1:G-N+
chr12,50900491,50903066,2576,0.014321197,0.02,DIP2B,ENSG00000066084.12_1,0,non-Island,Intron,1:G-N+
chr5,153571433,153573332,1900,0.014459612,0.02,MFAP3,ENSG00000037749.11_2,0,non-Island,Intron,1:G-N+
chr5,153571433,153573332,1900,0.014459612,0.02,GALNT10,ENSG00000164574.15_2,0,non-Island,Intron,1:G-N+
chr21,37254624,37256375,1752,0.014248351,0.02,RUNX1,ENSG00000159216.18_2,0,non-Island,Intron,1:G-N+
chr1,33645326,33646271,946,0.014201831,0.02,TRIM62,ENSG00000116525.13_1,0,non-Island,Intron,1:G-N+
chr1,3462268,3462888,621,0.014078589,0.02,MEGF6,ENSG00000162591.15_1,0,non-Island,Intron,1:G-N+
chr8,143447851,143449845,1995,0.014282588,0.02,TSNARE1,ENSG00000171045.14_2,0,non-Island,Intron,1:G-N+
chr19,17187589,17188351,763,0.014239678,0.02,MYO9B,ENSG00000099331.13_2,0,non-Island,Intron,1:G-N+
chr5,83174128,83176089,1962,0.014163447,0.02,,ENSG00000250013.1_1,2487,non-Island,Intergenic,1:G-N+
chr12,112955751,112956679,929,0.01408214,0.02,PTPN11,ENSG00000179295.16_2,8033,non-Island,Intergenic,1:G-N+
chr17,76720206,76721203,998,0.01436537,0.02,CYTH1,ENSG00000108669.16_2,0,non-Island,Intron,1:G-N+
chr22,42894005,42895048,1044,0.014346502,0.02,SERHL,ENSG00000172250.14_1,1536,non-Island,Promoter,1:G-N+
chr21,44497141,44497537,397,0.014342799,0.02,CBS,ENSG00000160200.17_1,87,non-Island,Promoter,1:G-N+
chrX,115066217,115067201,985,0.014317653,0.02,,ENSG00000235244.3_1,0,non-Island,Intron,1:G-N+
chr17,21470969,21474128,3160,0.014178713,0.02,C17orf51,ENSG00000212719.10_2,0,non-Island,Intron,1:G-N+
chr17,21470969,21474128,3160,0.014178713,0.02,,ENSG00000272780.5_2,0,non-Island,Intron,1:G-N+
chr17,21470969,21474128,3160,0.014178713,0.02,,ENSG00000266050.2_1,0,non-Island,Intron,1:G-N+
chr21,15646568,15646998,431,0.014143152,0.02,ABCC13,ENSG00000243064.8_1,0,non-Island,Intron,1:G-N+
chr1,168196635,168197732,1098,0.014446559,0.02,SFT2D2,ENSG00000213064.9_1,0,non-Island,Intron,1:G-N+
chr8,95963315,95964887,1573,0.014340685,0.02,NDUFAF6,ENSG00000156170.12_2,0,non-Island,Intron,1:G-N+
chr8,95963315,95964887,1573,0.014340685,0.02,,ENSG00000253878.5_2,0,non-Island,Intron,1:G-N+
chr20,19194447,19194932,486,0.014336686,0.02,SLC24A3,ENSG00000185052.11_1,0,non-Island,Intron,1:G-N+
chr2,145258449,145260096,1648,0.014307372,0.02,ZEB2,ENSG00000169554.17_2,0,non-Island,Intron,1:G-N+
chr2,80137766,80139585,1820,0.014181577,0.02,CTNNA2,ENSG00000066032.18_2,0,non-Island,Intron,1:G-N+
chr22,24158115,24158680,566,0.014127555,0.02,SMARCB1,ENSG00000099956.18_2,0,non-Island,Intron,1:G-N+
chr16,57211503,57213271,1769,0.014140958,0.02,FAM192A,ENSG00000172775.16_2,0,non-Island,5'UTR,1:G-N+
chr22,38301236,38301659,424,0.014116421,0.02,MICALL1,ENSG00000100139.13_2,4,non-Island,Promoter,1:G-N+
chr18,9797382,9798262,881,0.014080937,0.02,RAB31,ENSG00000168461.12_2,0,non-Island,Intron,1:G-N+
chr9,15767524,15769694,2171,0.014468511,0.02,CCDC171,ENSG00000164989.15_2,0,non-Island,Intron,1:G-N+
chr1,1753059,1753182,124,0.014461386,0.02,GNB1,ENSG00000078369.17_1,0,non-Island,Intron,1:G-N+
chr10,27548536,27548838,303,0.01433572,0.02,ARMC4P1,ENSG00000238021.6_1,0,non-Island,Intron,1:G-N+
chr6,46815381,46816233,853,0.014161405,0.02,GPR116,ENSG00000069122.18_1,4015,non-Island,Intergenic,1:G-N+
chr6,169822873,169823454,582,0.014157039,0.02,,ENSG00000272848.1_1,3060,non-Island,Intergenic,1:G-N+
chr1,11258755,11260088,1334,0.014310143,0.02,MTOR,ENSG00000198793.12_2,0,non-Island,CDS,1:G-N+
chr2,6071191,6072283,1093,0.014305325,0.02,LINC01105,ENSG00000232044.6_1,535,non-Island,Promoter,1:G-N+
chr21,43584210,43584985,776,0.014205087,0.02,UMODL1,ENSG00000177398.18_2,20646,non-Island,Intergenic,1:G-N+
chr3,79539186,79540532,1347,0.014129557,0.02,ROBO1,ENSG00000169855.19_1,0,non-Island,Intron,1:G-N+
chr12,78394572,78395573,1002,0.01408067,0.02,NAV3,ENSG00000067798.14_2,0,non-Island,Intron,1:G-N+
chr2,127242012,127242796,785,0.014247096,0.02,YWHAZP2,ENSG00000213236.3_1,72215,non-Island,Intergenic,1:G-N+
chr21,29186280,29187268,989,0.014496107,0.02,LINC00113,ENSG00000225298.5_1,62727,non-Island,Intergenic,1:G-N+
chr15,102180046,102180904,859,0.014330508,0.02,TM2D3,ENSG00000184277.12_1,0,non-Island,Intron,1:G-N+
chr19,42682094,42683180,1087,0.014337557,0.02,POU2F2,ENSG00000028277.21_2,0,non-Island,Intron,1:G-N+
chr5,66298466,66299158,693,0.014317207,0.02,MAST4,ENSG00000069020.18_2,0,non-Island,Intron,1:G-N+
